location_id,lat,lng,pop_total,pop_households,avg_hh_size,building_count,total_building_area,avg_building_area,residential_count,commercial_count,building_density,poi_bank,poi_bus_stop,poi_hospital,poi_mall,poi_park,poi_pharmacy,poi_restaurant,poi_school,poi_total,competitor_count,dist_nearest_competitor_m,residential_ratio,commercial_ratio,pop_density,signal_count,unique_users,peak_morning_signals,peak_ratio,signals_per_user,dist_nearest_client_m,nearest_client_revenue,dist_nearest_poi_m,predicted_revenue,score
GRID_03323,50.03500000000004,19.929999999999723,1863.0,690.0,3.749056603773585,202.0,125229.18,619.9464356435643,73.0,43.0,257.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,381.2,0.361,0.213,2372.0,10887.0,214.0,2456.0,0.2305,40.25,1113.0,238945.93,1675.3,270438.9362900887,14.4
GRID_03325,50.03500000000004,19.93999999999972,1677.0,455.0,5.370149253731343,450.0,161358.91,358.5753555555556,207.0,111.0,573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,349.9,0.46,0.247,2135.2,10887.0,214.0,2456.0,0.2305,40.25,1646.2,238945.93,1359.9,273591.84438695956,14.6
GRID_03326,50.03500000000004,19.94499999999972,1085.0,300.0,5.052884615384615,337.0,115209.28,341.8672997032641,160.0,85.0,429.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703.9,0.475,0.252,1381.5,10887.0,214.0,2456.0,0.2305,40.25,1908.7,296109.69,1324.9,329159.54855783883,17.7
GRID_03329,50.03500000000004,19.959999999999717,636.0,262.0,3.678260869565217,63.0,19738.23,313.3052380952381,32.0,11.0,80.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1589.2,0.508,0.175,809.8,10887.0,214.0,2456.0,0.2305,40.25,1075.1,296109.69,562.3,300375.12166375364,16.1
GRID_03330,50.03500000000004,19.964999999999716,2036.0,819.0,3.363157894736842,194.0,67359.22,347.21247422680415,74.0,56.0,247.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1504.1,0.381,0.289,2592.3,10887.0,214.0,2456.0,0.2305,40.25,916.1,296109.69,509.9,300996.86173320404,16.1
GRID_03331,50.03500000000004,19.969999999999715,3945.0,1655.0,3.2675925925925924,283.0,93461.17,330.2514840989399,125.0,62.0,360.3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1501.8,0.442,0.219,5022.9,10887.0,214.0,2456.0,0.2305,40.25,882.6,296109.69,678.3,255986.01707986862,13.6
GRID_03332,50.03500000000004,19.974999999999714,1892.0,864.0,2.8859649122807016,279.0,129049.68,462.54365591397845,72.0,90.0,355.2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1357.5,0.258,0.323,2409.0,10887.0,214.0,2456.0,0.2305,40.25,987.4,296109.69,957.3,284440.6035011203,15.2
GRID_03333,50.03500000000004,19.979999999999713,808.0,303.0,4.5512195121951216,229.0,98244.74,429.0163318777293,67.0,62.0,291.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.9,0.293,0.271,1028.8,10887.0,214.0,2456.0,0.2305,40.25,1194.7,296109.69,1142.6,338802.93647252815,18.2
GRID_03334,50.03500000000004,19.98499999999971,708.0,171.0,4.400735294117647,302.0,66352.06,219.70880794701986,194.0,29.0,384.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642.6,0.642,0.096,901.5,10887.0,214.0,2456.0,0.2305,40.25,1461.4,296109.69,1363.9,318505.52723818726,17.1
GRID_03335,50.03500000000004,19.98999999999971,2376.0,518.0,7.075225225225226,410.0,59744.71,145.7188048780488,309.0,4.0,522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,287.0,0.754,0.01,3025.2,10887.0,214.0,2456.0,0.2305,40.25,1760.8,296109.69,1431.7,259417.11373398872,13.8
GRID_03337,50.03500000000004,19.99999999999971,2349.0,787.0,3.6629310344827584,334.0,148044.71,443.2476347305389,143.0,68.0,425.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,436.2,0.428,0.204,2990.8,10887.0,214.0,2456.0,0.2305,40.25,2156.3,174307.46,1214.1,236449.60147508085,12.5
GRID_03338,50.03500000000004,20.004999999999708,1018.0,346.0,2.948,292.0,169499.69,580.4783904109589,32.0,98.0,371.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792.9,0.11,0.336,1296.2,10887.0,214.0,2456.0,0.2305,40.25,2061.6,174307.46,1238.0,304434.68012030143,16.3
GRID_03354,50.04000000000004,18.699999999999967,2280.0,858.0,3.246634615384615,376.0,85126.83,226.4011436170213,202.0,45.0,478.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1907.4,0.537,0.12,2903.0,10887.0,214.0,2456.0,0.2305,40.25,14093.2,306718.03,865.2,264072.0635388969,14.0
GRID_03355,50.04000000000004,18.704999999999966,510.0,181.0,3.275308641975309,180.0,59204.81,328.9156111111111,89.0,20.0,229.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2249.4,0.494,0.111,649.4,10887.0,214.0,2456.0,0.2305,40.25,14370.1,306718.03,997.0,235222.4026050729,12.4
GRID_03358,50.04000000000004,18.719999999999963,692.0,171.0,4.05,362.0,45150.4,124.72486187845304,210.0,15.0,460.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3295.9,0.58,0.041,881.1,10887.0,214.0,2456.0,0.2305,40.25,14714.4,156433.13,1661.4,157437.64745327516,8.0
GRID_03359,50.04000000000004,18.724999999999962,588.0,142.0,4.1453900709219855,341.0,43758.99,128.32548387096773,197.0,17.0,434.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3648.3,0.578,0.05,748.7,10887.0,214.0,2456.0,0.2305,40.25,14508.6,156433.13,1965.1,158289.19629400957,8.1
GRID_03364,50.04000000000004,18.749999999999957,655.0,161.0,4.068322981366459,299.0,41541.19,138.933745819398,192.0,17.0,380.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5421.1,0.642,0.057,834.0,10887.0,214.0,2456.0,0.2305,40.25,13574.4,156433.13,3634.6,154455.94823714378,7.9
GRID_03365,50.04000000000004,18.754999999999956,661.0,168.0,3.9345238095238093,304.0,41177.35,135.4518092105263,196.0,12.0,387.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5776.9,0.645,0.039,841.6,10887.0,214.0,2456.0,0.2305,40.25,13408.4,156433.13,3981.0,153996.85340538912,7.9
GRID_03366,50.04000000000004,18.759999999999955,720.0,173.0,4.161849710982659,304.0,35029.4,115.22828947368421,193.0,8.0,387.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6132.9,0.635,0.026,916.7,10887.0,214.0,2456.0,0.2305,40.25,13249.9,156433.13,4329.3,152096.05552503176,7.7
GRID_03368,50.04000000000004,18.769999999999953,863.0,331.0,3.4109375,105.0,17398.91,165.70390476190477,71.0,3.0,133.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6826.5,0.676,0.029,1098.8,10887.0,214.0,2456.0,0.2305,40.25,12956.8,156433.13,5030.0,144907.22761350946,7.3
GRID_03369,50.04000000000004,18.774999999999952,789.0,313.0,3.1369565217391306,72.0,15948.52,221.50722222222223,47.0,3.0,91.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7173.0,0.653,0.042,1004.6,10887.0,214.0,2456.0,0.2305,40.25,12822.7,156433.13,5381.8,145285.39823678567,7.4
GRID_03370,50.04000000000004,18.77999999999995,1060.0,368.0,4.111881188118812,156.0,24929.27,159.80301282051283,109.0,3.0,198.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7520.6,0.699,0.019,1349.6,10887.0,214.0,2456.0,0.2305,40.25,12697.2,156433.13,5734.4,144704.28663981543,7.3
GRID_03371,50.04000000000004,18.78499999999995,675.0,150.0,4.5134228187919465,298.0,37076.32,124.41718120805369,179.0,10.0,379.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7869.1,0.601,0.034,859.4,10887.0,214.0,2456.0,0.2305,40.25,12580.7,156433.13,6087.5,151100.21987377215,7.7
GRID_03372,50.04000000000004,18.78999999999995,604.0,131.0,4.626923076923077,267.0,36482.34,136.63797752808986,147.0,9.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8218.4,0.551,0.034,769.0,10887.0,214.0,2456.0,0.2305,40.25,12473.3,156433.13,6441.3,152939.21140728748,7.8
GRID_03451,50.04000000000004,19.18499999999987,783.0,216.0,3.636018957345972,472.0,58926.23,124.84370762711865,257.0,11.0,601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2043.6,0.544,0.023,996.9,10887.0,214.0,2456.0,0.2305,40.25,11345.5,173229.08,1719.4,190255.55953599646,9.9
GRID_03452,50.04000000000004,19.18999999999987,982.0,278.0,3.5391941391941395,560.0,67338.71,120.24769642857144,322.0,21.0,713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1687.8,0.575,0.038,1250.3,10887.0,214.0,2456.0,0.2305,40.25,11334.3,173229.08,1366.4,189819.3540673558,9.9
GRID_03453,50.04000000000004,19.19499999999987,874.0,274.0,3.5622549019607845,422.0,70949.39,168.1265165876777,234.0,35.0,537.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.1,0.555,0.083,1112.8,10887.0,214.0,2456.0,0.2305,40.25,11334.4,173229.08,1016.9,195464.0909955339,10.2
GRID_03454,50.04000000000004,19.199999999999868,2351.0,926.0,3.0625,405.0,83511.87,206.20214814814813,225.0,42.0,515.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,980.8,0.556,0.104,2993.4,10887.0,214.0,2456.0,0.2305,40.25,11345.8,173229.08,676.2,154642.27606710844,7.9
GRID_03455,50.04000000000004,19.204999999999867,3151.0,1256.0,2.9055172413793104,434.0,93544.02,215.53921658986175,258.0,46.0,552.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,634.8,0.594,0.106,4012.0,10887.0,214.0,2456.0,0.2305,40.25,11368.4,173229.08,369.7,150243.99653139527,7.6
GRID_03456,50.04000000000004,19.209999999999866,2220.0,807.0,3.1947761194029853,418.0,82789.04000000001,198.05990430622012,250.0,35.0,532.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,316.5,0.598,0.084,2826.6,10887.0,214.0,2456.0,0.2305,40.25,11402.2,173229.08,269.1,112379.2844647558,5.5
GRID_03457,50.04000000000004,19.214999999999865,694.0,224.0,3.3800000000000003,291.0,76812.15,263.95927835051543,152.0,47.0,370.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,231.5,0.522,0.162,883.6,10887.0,214.0,2456.0,0.2305,40.25,11447.0,173229.08,317.9,125483.45673755035,6.2
GRID_03458,50.04000000000004,19.219999999999864,1696.0,586.0,3.318604651162791,527.0,104995.59,199.23261859582541,326.0,73.0,671.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,513.1,0.619,0.139,2159.4,10887.0,214.0,2456.0,0.2305,40.25,11502.8,173229.08,596.9,161417.17263441952,8.3
GRID_03459,50.04000000000004,19.224999999999863,2429.0,866.0,3.1199488491048597,696.0,121945.12,175.20850574712642,463.0,87.0,886.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,853.9,0.665,0.125,3092.7,10887.0,214.0,2456.0,0.2305,40.25,11569.4,173229.08,931.6,150604.752923086,7.7
GRID_03460,50.04000000000004,19.229999999999862,2169.0,841.0,3.144326241134752,458.0,88787.56999999999,193.8593231441048,289.0,51.0,583.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1204.6,0.631,0.111,2761.7,10887.0,214.0,2456.0,0.2305,40.25,11646.6,173229.08,1278.9,180828.8175600536,9.4
GRID_03461,50.04000000000004,19.23499999999986,4000.0,1806.0,2.490234375,281.0,84887.29,302.09,148.0,48.0,357.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1558.7,0.527,0.171,5093.0,10887.0,214.0,2456.0,0.2305,40.25,11734.2,173229.08,1630.8,163909.20701839184,8.4
GRID_03462,50.04000000000004,19.23999999999986,5118.0,2310.0,2.3422297297297296,256.0,77797.83,303.8977734375,125.0,40.0,325.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1914.2,0.488,0.156,6516.4,10887.0,214.0,2456.0,0.2305,40.25,11831.9,173229.08,1984.9,150930.13185059477,7.7
GRID_03463,50.04000000000004,19.24499999999986,3505.0,1536.0,2.327935222672065,278.0,65322.9,234.97446043165468,120.0,47.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2270.4,0.432,0.169,4462.7,10887.0,214.0,2456.0,0.2305,40.25,11939.6,173229.08,2340.2,158252.3911571693,8.1
GRID_03541,50.04000000000004,19.63499999999978,607.0,176.0,3.4488636363636362,316.0,31488.0,99.64556962025317,227.0,3.0,402.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8776.8,0.718,0.009,772.9,10887.0,214.0,2456.0,0.2305,40.25,10296.7,197099.19,4972.0,186023.69959334104,9.6
GRID_03542,50.04000000000004,19.63999999999978,791.0,219.0,3.6118721461187215,399.0,41002.72,102.76370927318295,288.0,7.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8524.0,0.722,0.018,1007.1,10887.0,214.0,2456.0,0.2305,40.25,10370.5,197099.19,4961.6,185157.03891138232,9.6
GRID_03543,50.04000000000004,19.64499999999978,516.0,141.0,3.6595744680851063,239.0,25453.97,106.50196652719666,193.0,2.0,304.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8278.9,0.808,0.008,657.0,10887.0,214.0,2456.0,0.2305,40.25,10455.9,197099.19,4977.0,182615.6557549542,9.5
GRID_03558,50.04000000000004,19.719999999999764,541.0,140.0,3.8741007194244603,362.0,37237.51,102.86604972375692,190.0,4.0,460.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6121.9,0.525,0.011,688.8,10887.0,214.0,2456.0,0.2305,40.25,6573.1,174053.35,5123.9,209009.5225792024,10.9
GRID_03559,50.04000000000004,19.724999999999763,566.0,146.0,3.886206896551724,372.0,37743.57,101.46120967741935,197.0,5.0,473.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6120.0,0.53,0.013,720.7,10887.0,214.0,2456.0,0.2305,40.25,6219.0,174053.35,5080.8,211573.37306366063,11.1
GRID_03560,50.04000000000004,19.729999999999762,563.0,147.0,3.8299319727891157,349.0,36299.8,104.010888252149,199.0,7.0,444.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6139.0,0.57,0.02,716.8,10887.0,214.0,2456.0,0.2305,40.25,5865.5,174053.35,5062.8,212821.6150022999,11.2
GRID_03573,50.04000000000004,19.79499999999975,634.0,193.0,3.350595238095238,324.0,43960.69,135.68114197530866,213.0,20.0,412.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2879.0,0.657,0.062,807.2,10887.0,214.0,2456.0,0.2305,40.25,1477.0,174053.35,3700.4,248038.15901875842,13.1
GRID_03574,50.04000000000004,19.79999999999975,545.0,156.0,3.5857142857142854,282.0,41891.18,148.55028368794325,180.0,23.0,359.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2777.7,0.638,0.082,693.9,10887.0,214.0,2456.0,0.2305,40.25,1223.6,174053.35,3422.7,252976.48385636395,13.4
GRID_03577,50.04000000000004,19.814999999999745,506.0,158.0,3.790140845070423,147.0,17849.69,121.426462585034,112.0,2.0,187.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2744.8,0.762,0.014,644.3,10887.0,214.0,2456.0,0.2305,40.25,990.6,174053.35,2705.1,254018.12807955744,13.5
GRID_03578,50.04000000000004,19.819999999999744,1353.0,417.0,3.7183673469387757,414.0,47544.79,114.84248792270532,341.0,6.0,527.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2825.9,0.824,0.014,1722.7,10887.0,214.0,2456.0,0.2305,40.25,1149.7,174053.35,2522.7,249258.6481197734,13.2
GRID_03579,50.04000000000004,19.824999999999743,1280.0,372.0,3.5850467289719625,508.0,57493.95,113.17706692913386,430.0,6.0,646.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2948.7,0.846,0.012,1629.7,10887.0,214.0,2456.0,0.2305,40.25,1385.2,174053.35,2380.5,249590.88167396316,13.2
GRID_03580,50.04000000000004,19.829999999999742,883.0,260.0,3.4647302904564317,377.0,41375.65,109.74973474801061,319.0,8.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3108.0,0.846,0.021,1124.3,10887.0,214.0,2456.0,0.2305,40.25,1664.9,174053.35,2195.7,248894.9976196591,13.2
GRID_03597,50.04000000000004,19.914999999999726,662.0,139.0,5.725757575757576,166.0,29819.64,179.63638554216868,128.0,1.0,211.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.5,0.771,0.006,842.9,10887.0,214.0,2456.0,0.2305,40.25,1500.8,238945.93,1363.5,289965.07160547,15.5
GRID_03598,50.04000000000004,19.919999999999725,3322.0,1170.0,5.217037037037037,316.0,84804.72,268.3693670886076,207.0,25.0,402.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,290.9,0.655,0.079,4229.7,10887.0,214.0,2456.0,0.2305,40.25,1445.9,238945.93,1568.6,236290.23400351984,12.5
GRID_03600,50.04000000000004,19.929999999999723,5087.0,2399.0,2.436470588235294,180.0,77998.78,433.32655555555556,100.0,27.0,229.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,455.3,0.556,0.15,6477.0,10887.0,214.0,2456.0,0.2305,40.25,1592.6,238945.93,1499.2,214408.6179830704,11.2
GRID_03601,50.04000000000004,19.93499999999972,3566.0,1379.0,5.139344262295082,311.0,100641.68,323.6066881028939,172.0,34.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,482.0,0.553,0.109,4540.4,10887.0,214.0,2456.0,0.2305,40.25,1773.0,238945.93,1336.5,240524.0578334076,12.7
GRID_03602,50.04000000000004,19.93999999999972,3856.0,1167.0,5.367532467532468,558.0,145496.6,260.7465949820789,344.0,71.0,710.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.8,0.616,0.127,4909.6,10887.0,214.0,2456.0,0.2305,40.25,2001.8,238945.93,1226.1,289624.8436077855,15.5
GRID_03603,50.04000000000004,19.94499999999972,3873.0,1168.0,5.219341563786008,595.0,153557.47,258.07978151260505,357.0,83.0,757.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849.7,0.6,0.139,4931.3,10887.0,214.0,2456.0,0.2305,40.25,1725.2,296109.69,1185.7,316372.54184655566,17.0
GRID_03604,50.04000000000004,19.94999999999972,2363.0,827.0,4.3865384615384615,372.0,112170.27,301.53298387096777,234.0,41.0,473.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1162.5,0.629,0.11,3008.7,10887.0,214.0,2456.0,0.2305,40.25,1375.1,296109.69,975.0,305703.3669098891,16.4
GRID_03605,50.04000000000004,19.954999999999718,1781.0,586.0,4.990833333333333,283.0,67312.08,237.85187279151944,186.0,20.0,360.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1238.3,0.657,0.071,2267.6,10887.0,214.0,2456.0,0.2305,40.25,1030.5,296109.69,617.9,304394.105048873,16.3
GRID_03610,50.04000000000004,19.979999999999713,2042.0,752.0,3.6999999999999997,427.0,122298.21,286.4126697892272,235.0,73.0,543.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1119.5,0.55,0.171,2600.0,10887.0,214.0,2456.0,0.2305,40.25,872.2,296109.69,752.9,295264.1374701111,15.8
GRID_03611,50.04000000000004,19.98499999999971,2092.0,614.0,5.053475935828877,444.0,110475.1,248.8177927927928,262.0,55.0,565.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.4,0.59,0.124,2663.6,10887.0,214.0,2456.0,0.2305,40.25,1212.1,296109.69,1075.9,324992.060620688,17.5
GRID_03612,50.04000000000004,19.98999999999971,4564.0,1300.0,6.764661654135339,544.0,106169.82,195.16511029411765,374.0,45.0,692.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.6,0.688,0.083,5811.1,10887.0,214.0,2456.0,0.2305,40.25,1560.1,296109.69,1043.4,300811.25440616853,16.1
GRID_03613,50.04000000000004,19.99499999999971,6304.0,1983.0,7.1516908212560395,462.0,131040.68,283.6378354978355,291.0,44.0,588.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,511.6,0.63,0.095,8026.5,10887.0,214.0,2456.0,0.2305,40.25,1911.8,296109.69,796.9,360107.35356689635,19.4
GRID_03614,50.04000000000004,19.99999999999971,6050.0,2090.0,4.926490066225165,368.0,129166.43000000001,350.9957336956522,180.0,55.0,468.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,666.2,0.489,0.149,7703.1,10887.0,214.0,2456.0,0.2305,40.25,2265.4,296109.69,661.5,358373.1057153335,19.3
GRID_03615,50.04000000000004,20.004999999999708,1961.0,704.0,3.650943396226415,271.0,92298.51,340.58490774907744,72.0,60.0,345.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,939.2,0.266,0.221,2496.8,10887.0,214.0,2456.0,0.2305,40.25,2610.0,174307.46,704.6,331950.88139402773,17.8
GRID_03625,50.04000000000004,20.054999999999698,540.0,107.0,5.174509803921568,281.0,85713.69,305.0309252669039,168.0,15.0,357.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1528.7,0.598,0.053,687.5,10887.0,214.0,2456.0,0.2305,40.25,4113.2,174307.46,2880.1,256093.28982656536,13.6
GRID_03631,50.045000000000044,18.68999999999997,3662.0,1487.0,2.9376947040498442,635.0,139710.47,220.01648818897638,317.0,150.0,808.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1477.5,0.499,0.236,4662.6,10887.0,214.0,2456.0,0.2305,40.25,13187.6,306718.03,394.3,207848.14120152028,10.9
GRID_03632,50.045000000000044,18.69499999999997,1666.0,591.0,3.2040650406504065,773.0,126769.1,163.99624838292368,436.0,121.0,984.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1713.4,0.564,0.157,2121.2,10887.0,214.0,2456.0,0.2305,40.25,13464.0,306718.03,586.9,217072.59852964792,11.4
GRID_03633,50.045000000000044,18.699999999999967,1309.0,462.0,3.2052287581699344,635.0,126076.68,198.5459527559055,364.0,80.0,808.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1986.1,0.573,0.126,1666.7,10887.0,214.0,2456.0,0.2305,40.25,13744.2,306718.03,405.8,222799.53179609717,11.7
GRID_03706,50.045000000000044,19.064999999999895,543.0,114.0,4.7631578947368425,220.0,24110.42,109.59281818181817,129.0,3.0,280.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9447.9,0.586,0.014,691.4,10887.0,214.0,2456.0,0.2305,40.25,8031.4,285754.04,3815.5,253725.64653373076,13.4
GRID_03729,50.045000000000044,19.179999999999872,660.0,174.0,3.793103448275862,315.0,31469.27,99.90244444444444,202.0,0.0,401.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2417.6,0.641,0.0,840.3,10887.0,214.0,2456.0,0.2305,40.25,10814.0,173229.08,2211.9,184766.2398116251,9.6
GRID_03730,50.045000000000044,19.18499999999987,809.0,222.0,3.655299539170507,431.0,41589.76,96.49596287703017,260.0,5.0,548.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2064.2,0.603,0.012,1030.1,10887.0,214.0,2456.0,0.2305,40.25,10790.4,173229.08,1883.4,186705.17668830912,9.7
GRID_03731,50.045000000000044,19.18999999999987,720.0,198.0,3.6487046632124356,378.0,39308.1,103.98968253968253,230.0,5.0,481.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1712.7,0.608,0.013,916.7,10887.0,214.0,2456.0,0.2305,40.25,10778.6,173229.08,1567.8,189195.3325750613,9.8
GRID_03733,50.045000000000044,19.199999999999868,541.0,176.0,3.4376068376068374,244.0,55214.1,226.28729508196722,136.0,21.0,310.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023.1,0.557,0.086,688.8,10887.0,214.0,2456.0,0.2305,40.25,10790.7,173229.08,1023.9,200361.70257085722,10.5
GRID_03734,50.045000000000044,19.204999999999867,573.0,185.0,3.3629032258064515,260.0,56713.54,218.129,147.0,24.0,331.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,698.4,0.565,0.092,729.6,10887.0,214.0,2456.0,0.2305,40.25,10814.4,173229.08,853.1,167843.88163655417,8.6
GRID_03735,50.045000000000044,19.209999999999866,1377.0,532.0,3.2594594594594595,391.0,80542.57,205.9912276214834,208.0,47.0,497.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,430.2,0.532,0.12,1753.3,10887.0,214.0,2456.0,0.2305,40.25,10849.9,173229.08,814.5,120842.8027217887,6.0
GRID_03736,50.045000000000044,19.214999999999865,2282.0,970.0,3.2538860103626943,333.0,66131.97,198.5945045045045,174.0,43.0,424.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,372.1,0.523,0.129,2905.5,10887.0,214.0,2456.0,0.2305,40.25,10897.1,173229.08,838.4,108132.45911054136,5.3
GRID_03737,50.045000000000044,19.219999999999864,1777.0,789.0,3.1010000000000004,327.0,45904.49,140.38070336391436,212.0,24.0,416.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,590.0,0.648,0.073,2262.5,10887.0,214.0,2456.0,0.2305,40.25,10955.7,173229.08,978.9,143626.39474820055,7.3
GRID_03738,50.045000000000044,19.224999999999863,930.0,302.0,3.241276595744681,357.0,38924.58,109.03243697478992,276.0,1.0,454.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,902.2,0.773,0.003,1184.1,10887.0,214.0,2456.0,0.2305,40.25,11025.5,173229.08,1212.3,181566.13748853304,9.4
GRID_03739,50.045000000000044,19.229999999999862,815.0,260.0,3.3275510204081633,300.0,33146.07,110.4869,224.0,0.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1239.3,0.747,0.0,1037.7,10887.0,214.0,2456.0,0.2305,40.25,11106.5,173229.08,1495.8,180929.7941587089,9.4
